Stock Price,OPEN PRICE,HIGH ,LOW,RANK,PE_RATIO,EPS,MCAP,SECTOR MCAP RANK,PB RATIO,Div Yield percentage,FACE VALUE,BETA,VWAP,52 Week High/Low,Overall Recommendation,Strong Buy,Buy,Hold,Sell,Strong_sell,Date,Time
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:04:27
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:04:37
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:04:48
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:04:58
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:05:09
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:05:20
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:05:31
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:05:41
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:05:51
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:06:02
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:06:12
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:06:23
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:06:33
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:06:44
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:06:54
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:07:05
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:07:15
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:07:25
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:07:36
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:07:46
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:07:57
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:08:07
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:08:18
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:08:28
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:08:38
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:08:49
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:08:59
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:09:10
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:09:20
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:09:31
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:09:41
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:09:52
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:10:02
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:10:13
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:10:24
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:10:35
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:10:45
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:10:56
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:11:06
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:11:17
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:11:27
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:11:38
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:11:48
"6,615.00",,,,66,29.68,223.04,"4,09,193",2,7.52,0.45,2.00,2.30,"6,625.00","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:11:59
"6,606.00",,,,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:12:09
"6,606.00",,,,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:12:20
"6,606.00",,,,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:12:30
"6,606.00",,,,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:12:41
"6,606.00",,,,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:12:51
"6,606.00",,,,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:13:02
"6,608.70",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:13:13
"6,610.35",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:13:23
"6,610.20",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:13:34
"6,610.90",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:13:44
"6,610.95",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:13:55
"6,611.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:14:05
"6,611.60",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:14:16
"6,611.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:14:26
"6,612.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:14:37
"6,611.50",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:14:47
"6,612.80",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:14:58
"6,612.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:15:08
"6,612.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:15:19
"6,613.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:15:30
"6,612.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:15:40
"6,610.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:15:51
"6,611.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:16:01
"6,613.25",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:16:12
"6,613.60",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:16:22
"6,611.90",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:16:33
"6,611.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:16:43
"6,610.90",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:16:53
"6,612.90",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:17:04
"6,612.90",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:17:14
"6,612.90",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:17:25
"6,611.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:17:35
"6,611.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:17:46
"6,611.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,822",2,7.52,0.45,2.00,2.30,"6,624.39","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,13:17:56
"6,615.00",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:52:03
"6,613.30",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:52:13
"6,613.30",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:52:24
"6,613.30",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:52:34
"6,613.30",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:52:45
"6,613.30",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:52:55
"6,613.30",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:53:06
"6,613.30",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:53:16
"6,613.30",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:53:27
"6,613.30",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:53:37
"6,613.30",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:53:48
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:54:00
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:54:11
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:54:21
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:54:32
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:54:42
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:54:53
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:55:03
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:55:14
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:55:24
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:55:34
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:55:45
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:55:55
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:56:06
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:56:17
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:56:27
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:56:38
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:56:48
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:56:59
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:57:09
"6,609.50",,,,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:57:20
"6,617.45",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:57:30
"6,616.55",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:57:41
"6,620.00",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:57:51
"6,617.90",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:58:02
"6,617.20",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:58:12
"6,616.70",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:58:23
"6,615.00",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:58:34
"6,615.05",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:58:44
"6,616.00",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:58:55
"6,615.00",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:59:06
"6,615.00",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:59:17
"6,614.90",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:59:28
"6,615.00",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:59:39
"6,615.15",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,14:59:49
"6,616.00",6650.05,6660.00,6602.00,66,29.63,223.04,"4,08,513",2,7.52,0.45,2.00,2.30,"6,622.15","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:00:00
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:00:11
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:00:23
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:00:33
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:00:44
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:00:54
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:01:05
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:01:16
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:01:26
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:01:37
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:01:47
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:01:58
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:02:08
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:02:19
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:02:29
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:02:40
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:02:50
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:03:01
"6,617.45",,,,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:03:12
