Stock Price,OPEN PRICE,HIGH ,LOW,RANK,PE_RATIO,EPS,MCAP,SECTOR MCAP RANK,PB RATIO,Div Yield percentage,FACE VALUE,BETA,VWAP,52 Week High/Low,Overall Recommendation,Strong Buy,Buy,Hold,Sell,Strong_sell,Date,Time
"6,633.95",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:03:22
"6,632.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:03:33
"6,629.40",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:03:44
"6,630.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:03:54
"6,632.50",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:04:05
"6,631.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:04:15
"6,630.45",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:04:26
"6,631.15",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:04:36
"6,632.50",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:04:47
"6,633.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:04:58
"6,631.60",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:05:08
"6,629.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:05:19
"6,627.35",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:05:30
"6,625.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:05:40
"6,623.50",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:05:51
"6,625.85",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:06:01
"6,626.55",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:06:12
"6,624.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:06:23
"6,623.15",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:06:33
"6,623.15",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:06:44
"6,622.15",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:06:54
"6,622.85",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:07:05
"6,621.80",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:07:16
"6,620.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:07:26
"6,618.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:07:37
"6,616.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:07:48
"6,620.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:07:58
"6,622.25",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:08:09
"6,622.15",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:08:19
"6,620.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:08:31
"6,622.40",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:08:42
"6,622.35",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:08:52
"6,622.25",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:09:03
"6,624.80",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:09:13
"6,622.55",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:09:24
"6,620.70",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:09:34
"6,621.80",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:09:45
"6,627.40",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:09:56
"6,626.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:10:06
"6,625.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:10:17
"6,622.45",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:10:28
"6,624.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:10:38
"6,625.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:10:49
"6,626.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:11:00
"6,627.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:11:10
"6,627.70",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:11:21
"6,627.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:11:32
"6,626.20",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:11:42
"6,623.65",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:11:53
"6,624.95",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:12:03
"6,622.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:12:14
"6,625.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:12:25
"6,622.65",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:12:35
"6,621.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:12:46
"6,621.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:12:57
"6,619.70",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:13:07
"6,621.35",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:13:18
"6,621.15",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:13:29
"6,622.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:13:39
"6,621.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:13:50
"6,621.95",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:14:00
"6,622.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:14:11
"6,621.60",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:14:22
"6,623.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:14:32
"6,620.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:14:43
"6,615.95",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:14:53
"6,618.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:04
"6,620.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:15
"6,619.45",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:25
"6,618.35",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:36
"6,619.55",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:46
"6,619.85",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:57
"6,620.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:16:08
"6,619.85",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:16:19
"6,619.65",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:16:29
"6,618.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:16:40
"6,618.10",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:16:50
"6,618.10",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:01
"6,619.45",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:12
"6,619.70",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:22
"6,619.80",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:33
"6,619.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:44
"6,619.85",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:54
"6,619.20",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:05
"6,621.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:15
"6,622.20",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:26
"6,622.55",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:37
"6,622.95",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:48
"6,622.35",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:58
"6,622.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:19:09
"6,621.55",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:19:19
"6,623.65",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:19:30
"6,617.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:19:41
"6,619.50",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:19:52
"6,616.10",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:02
"6,617.15",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:14
"6,617.80",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:24
"6,618.60",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:35
"6,616.45",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:45
"6,614.25",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:56
"6,618.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:06
"6,619.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:17
"6,617.10",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:28
"6,618.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:38
"6,617.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:49
"6,616.95",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:59
"6,617.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:22:10
"6,610.85",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:22:21
"6,608.60",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:22:31
"6,611.35",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:22:42
"6,611.65",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:22:53
"6,613.45",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:03
"6,613.75",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:14
"6,614.95",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:25
"6,615.15",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:35
"6,613.85",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:46
"6,609.85",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:56
"6,612.10",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:24:07
"6,614.90",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:24:18
"6,614.75",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:24:28
"6,614.70",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:24:39
"6,614.90",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:24:50
"6,615.60",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:00
"6,615.45",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:11
"6,615.85",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:22
"6,611.65",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:32
"6,613.10",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:43
"6,614.50",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:54
"6,614.45",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:26:04
"6,614.65",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:26:17
"6,614.85",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:26:28
